row_number,errors,data
611,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
612,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
613,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
614,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
615,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
616,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
617,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
618,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
619,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
620,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
621,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
622,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
623,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
624,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
625,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
626,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
627,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
628,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
629,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
630,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
631,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
632,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
633,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
634,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
635,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
636,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
637,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
638,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
639,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
